Age;Attrition;Department;Education;EducationField;EnvironmentSatisfaction;Gender;HourlyRate;JobRole;MaritalStatus;MonthlyIncome;RelationshipSatisfaction;WorkLifeBalance;YearsSinceLastPromotion
39;Yes;Research & Development;3;Medical;3;Male;93;Research Scientist;Single;3904;1;3;0
30;No;Research & Development;3;Technical Degree;1;Female;48;Laboratory Technician;Married;4627;1;3;6
36;No;Research & Development;4;Technical Degree;4;Female;63;Healthcare Representative;Married;7094;1;3;1
46;No;Human Resources;2;Life Sciences;4;Female;44;Human Resources;Single;3423;3;4;5
28;No;Research & Development;3;Life Sciences;3;Female;55;Laboratory Technician;Married;6674;1;3;7
50;No;Research & Development;3;Life Sciences;4;Female;43;Research Director;Married;16880;2;3;1
40;Yes;Sales;4;Marketing;4;Male;57;Sales Executive;Single;9094;3;3;1
52;Yes;Sales;3;Life Sciences;2;Male;64;Sales Executive;Single;8446;3;2;7
30;No;Research & Development;4;Medical;2;Female;95;Manager;Married;11916;4;3;0
39;No;Research & Development;2;Life Sciences;1;Male;32;Manufacturing Director;Single;4534;1;3;1
31;No;Sales;4;Life Sciences;4;Female;57;Sales Executive;Divorced;9852;1;2;9
41;No;Sales;2;Medical;3;Male;40;Sales Executive;Single;6151;1;3;11
31;Yes;Sales;3;Life Sciences;4;Female;54;Sales Representative;Single;2302;1;4;2
44;Yes;Research & Development;3;Life Sciences;1;Male;89;Laboratory Technician;Married;2362;3;4;1
42;No;Research & Development;1;Life Sciences;3;Male;37;Manager;Married;17861;4;2;2
55;No;Research & Development;2;Medical;4;Female;58;Manager;Married;19187;4;3;9
56;No;Human Resources;4;Life Sciences;4;Male;99;Manager;Single;19717;1;3;7
40;No;Research & Development;2;Life Sciences;3;Male;74;Research Scientist;Divorced;3544;2;3;0
34;No;Research & Development;3;Life Sciences;4;Male;86;Healthcare Representative;Divorced;8500;4;2;1
40;No;Research & Development;3;Life Sciences;3;Male;98;Research Scientist;Single;4661;3;3;8
41;No;Sales;3;Marketing;3;Female;66;Sales Executive;Divorced;4103;4;3;1
35;No;Research & Development;4;Life Sciences;3;Male;87;Research Scientist;Single;4249;2;3;1
51;No;Human Resources;3;Life Sciences;3;Male;84;Manager;Divorced;14026;2;3;0
38;No;Sales;2;Life Sciences;2;Female;31;Sales Executive;Divorced;6893;4;3;1
34;No;Sales;2;Medical;3;Female;66;Sales Executive;Single;6125;4;4;9
25;No;Research & Development;1;Medical;4;Male;67;Laboratory Technician;Married;3669;3;2;1
58;Yes;Research & Development;4;Medical;3;Female;53;Manufacturing Director;Married;10008;4;2;5
40;No;Research & Development;4;Life Sciences;2;Male;88;Laboratory Technician;Married;2387;3;3;0
36;No;Sales;3;Marketing;1;Female;83;Sales Executive;Married;4639;4;2;6
48;No;Research & Development;3;Life Sciences;4;Male;54;Manufacturing Director;Single;7898;3;3;0
27;No;Sales;3;Medical;3;Female;98;Sales Representative;Married;2534;2;3;0
51;No;Research & Development;2;Technical Degree;4;Female;82;Manufacturing Director;Single;13142;2;2;0
18;No;Research & Development;3;Life Sciences;4;Female;97;Laboratory Technician;Single;1611;3;4;0
35;No;Research & Development;3;Medical;4;Female;60;Laboratory Technician;Married;5363;2;3;0
27;No;Sales;1;Life Sciences;4;Male;43;Sales Executive;Single;5071;2;3;0
55;Yes;Sales;4;Marketing;1;Male;85;Sales Executive;Single;13695;3;2;3
56;No;Research & Development;3;Life Sciences;4;Male;68;Manufacturing Director;Married;13402;1;3;15
34;No;Research & Development;1;Technical Degree;1;Female;92;Research Scientist;Divorced;2029;3;3;0
40;No;Research & Development;1;Medical;2;Female;89;Healthcare Representative;Divorced;6377;2;3;11
34;No;Research & Development;3;Medical;2;Male;86;Laboratory Technician;Married;5429;1;3;7
31;Yes;Sales;3;Life Sciences;3;Female;90;Sales Representative;Single;2785;3;4;0
35;Yes;Sales;4;Marketing;4;Female;67;Sales Executive;Married;4614;3;2;3
38;No;Research & Development;3;Life Sciences;4;Male;57;Research Scientist;Divorced;2610;4;3;0
34;No;Research & Development;4;Technical Degree;3;Female;98;Healthcare Representative;Single;6687;4;4;4
28;No;Sales;3;Life Sciences;3;Male;48;Sales Executive;Married;4724;3;3;0
31;Yes;Research & Development;4;Medical;4;Male;98;Manufacturing Director;Married;6179;4;2;6
39;No;Sales;4;Life Sciences;1;Male;44;Sales Executive;Married;6120;4;4;1
51;No;Sales;3;Marketing;2;Male;52;Sales Executive;Married;10596;2;3;3
41;No;Research & Development;3;Life Sciences;4;Female;75;Research Scientist;Divorced;5467;1;2;3
37;No;Research & Development;1;Life Sciences;3;Male;54;Research Scientist;Married;2996;4;3;1
33;No;Sales;1;Life Sciences;2;Male;61;Sales Executive;Married;9998;1;4;1
32;No;Sales;1;Marketing;3;Male;36;Sales Executive;Married;4078;1;2;1
39;No;Research & Development;2;Life Sciences;3;Male;71;Healthcare Representative;Married;10920;2;3;0
25;No;Sales;1;Life Sciences;1;Male;93;Sales Executive;Married;6232;2;2;1
52;No;Research & Development;2;Medical;4;Female;59;Manufacturing Director;Married;13247;2;2;0
43;No;Research & Development;3;Medical;1;Female;73;Research Scientist;Single;4081;1;1;1
27;No;Sales;3;Marketing;4;Female;98;Sales Executive;Married;5769;4;3;4
27;Yes;Research & Development;4;Life Sciences;4;Female;51;Research Scientist;Single;2394;4;3;7
26;No;Research & Development;1;Medical;1;Male;36;Research Scientist;Single;3904;4;3;1
42;No;Human Resources;3;Human Resources;3;Female;31;Manager;Married;16799;3;3;0
52;No;Research & Development;4;Other;3;Female;54;Laboratory Technician;Married;2950;3;1;0
37;No;Research & Development;3;Medical;1;Female;94;Laboratory Technician;Single;3629;1;3;0
35;No;Research & Development;2;Life Sciences;3;Male;60;Manufacturing Director;Single;9362;3;3;2
25;No;Research & Development;3;Technical Degree;1;Male;81;Laboratory Technician;Married;3229;2;2;0
26;No;Research & Development;3;Other;3;Male;100;Laboratory Technician;Single;3578;4;3;0
29;No;Human Resources;3;Other;2;Male;51;Human Resources;Single;7988;1;2;0
49;Yes;Research & Development;2;Life Sciences;1;Male;97;Laboratory Technician;Single;4284;1;3;1
29;Yes;Research & Development;1;Other;3;Female;84;Healthcare Representative;Single;7553;1;3;7
54;No;Research & Development;3;Medical;4;Female;54;Research Director;Single;17328;4;2;12
58;No;Research & Development;3;Medical;4;Female;76;Research Director;Married;19701;3;3;1
55;No;Research & Development;4;Medical;2;Male;81;Research Director;Divorced;14732;4;4;0
36;No;Sales;4;Marketing;1;Female;99;Sales Executive;Single;9278;4;3;0
31;Yes;Sales;4;Life Sciences;2;Female;50;Sales Representative;Single;1359;2;3;0
30;No;Sales;4;Marketing;4;Female;73;Sales Executive;Divorced;4779;2;3;0
31;No;Research & Development;5;Life Sciences;1;Female;93;Research Director;Single;16422;3;4;1
34;No;Research & Development;4;Other;4;Male;91;Research Scientist;Divorced;2996;3;3;1
31;Yes;Research & Development;3;Life Sciences;1;Female;34;Research Scientist;Single;1261;3;4;0
27;No;Research & Development;1;Life Sciences;2;Male;91;Laboratory Technician;Married;2099;2;4;1
36;No;Research & Development;4;Life Sciences;1;Male;37;Laboratory Technician;Single;5810;3;2;1
36;No;Sales;4;Marketing;3;Female;98;Sales Executive;Married;5647;1;2;0
47;No;Research & Development;3;Technical Degree;1;Male;74;Research Scientist;Married;3420;3;2;1
25;Yes;Sales;2;Life Sciences;1;Male;68;Sales Representative;Married;4400;1;3;2
37;No;Research & Development;2;Technical Degree;3;Male;84;Laboratory Technician;Single;3500;1;1;1
56;No;Research & Development;2;Life Sciences;1;Female;90;Research Scientist;Married;2066;4;4;1
47;No;Research & Development;4;Medical;1;Female;82;Research Director;Married;17169;2;4;5
24;No;Sales;1;Medical;4;Female;42;Sales Executive;Married;4162;3;3;0
32;No;Sales;5;Marketing;4;Male;97;Sales Executive;Married;9204;3;2;0
34;No;Research & Development;3;Life Sciences;4;Female;86;Laboratory Technician;Married;3294;1;2;0
41;No;Research & Development;5;Medical;2;Male;90;Research Scientist;Married;2127;1;2;0
40;No;Research & Development;4;Other;3;Male;81;Laboratory Technician;Divorced;3975;3;4;0
31;No;Sales;2;Life Sciences;1;Male;31;Sales Executive;Divorced;10793;1;3;9
46;Yes;Sales;3;Marketing;1;Male;52;Sales Executive;Divorced;10096;1;4;4
39;Yes;Research & Development;3;Life Sciences;1;Female;54;Laboratory Technician;Single;3646;2;4;0
31;Yes;Research & Development;5;Life Sciences;3;Female;100;Manufacturing Director;Single;7446;1;3;4
45;No;Research & Development;3;Medical;2;Male;95;Healthcare Representative;Divorced;10851;2;3;0
31;No;Human Resources;2;Medical;4;Female;96;Human Resources;Single;2109;4;3;0
31;Yes;Research & Development;3;Life Sciences;2;Male;94;Laboratory Technician;Married;3722;3;1;2
45;No;Research & Development;3;Technical Degree;2;Male;55;Manufacturing Director;Married;9380;4;4;1
48;No;Sales;3;Marketing;3;Male;96;Sales Executive;Divorced;5486;1;3;2
34;Yes;Human Resources;4;Technical Degree;1;Female;52;Human Resources;Married;2742;4;3;2
40;No;Research & Development;1;Medical;4;Male;55;Research Director;Divorced;13757;3;3;4
28;No;Sales;3;Medical;4;Male;84;Sales Executive;Single;8463;4;3;1
44;No;Research & Development;3;Life Sciences;3;Male;90;Laboratory Technician;Single;3162;4;3;0
53;No;Research & Development;3;Medical;4;Male;39;Research Director;Single;16598;2;2;8
49;No;Research & Development;4;Technical Degree;1;Male;96;Healthcare Representative;Married;6651;2;2;1
40;No;Research & Development;3;Medical;3;Male;68;Research Scientist;Divorced;2345;3;4;1
44;No;Research & Development;3;Life Sciences;4;Male;49;Research Scientist;Single;3420;3;2;1
33;No;Sales;3;Medical;4;Male;54;Sales Executive;Married;4373;1;3;0
34;No;Sales;3;Other;4;Male;81;Sales Executive;Single;4759;4;3;3
30;No;Sales;1;Life Sciences;4;Male;96;Sales Executive;Married;5301;3;2;2
42;No;Research & Development;2;Medical;1;Female;74;Laboratory Technician;Single;3673;3;3;5
44;No;Sales;5;Marketing;1;Female;79;Sales Executive;Married;4768;3;2;0
30;No;Research & Development;3;Technical Degree;3;Male;64;Research Scientist;Divorced;1274;2;2;0
57;No;Research & Development;2;Life Sciences;2;Male;93;Research Scientist;Married;4900;1;2;2
49;No;Research & Development;4;Life Sciences;3;Male;35;Healthcare Representative;Divorced;10466;2;3;0
34;No;Research & Development;3;Medical;2;Male;71;Research Director;Divorced;17007;4;2;6
28;Yes;Sales;3;Technical Degree;1;Male;92;Sales Representative;Married;2909;4;4;1
29;Yes;Sales;3;Technical Degree;1;Female;51;Sales Executive;Single;5765;1;1;0
34;Yes;Sales;4;Medical;1;Female;40;Sales Executive;Single;4599;3;4;10
35;No;Sales;1;Life Sciences;4;Male;76;Sales Representative;Married;2404;1;3;0
24;Yes;Research & Development;3;Medical;2;Male;89;Laboratory Technician;Single;3172;3;2;0
24;No;Sales;2;Life Sciences;4;Female;78;Sales Representative;Married;2033;3;3;0
44;No;Research & Development;1;Medical;2;Male;86;Manufacturing Director;Single;10209;2;2;2
29;No;Sales;3;Life Sciences;3;Male;77;Sales Executive;Divorced;8620;3;3;0
30;No;Human Resources;3;Life Sciences;3;Male;46;Human Resources;Divorced;2064;1;4;1
55;No;Research & Development;4;Life Sciences;4;Male;30;Healthcare Representative;Married;4035;2;3;1
33;No;Research & Development;4;Medical;1;Female;82;Laboratory Technician;Married;3838;4;3;0
47;No;Sales;3;Medical;3;Female;78;Sales Executive;Married;4591;3;2;1
28;Yes;Research & Development;2;Medical;3;Male;38;Laboratory Technician;Single;2561;3;2;0
28;No;Research & Development;3;Life Sciences;1;Male;72;Research Scientist;Divorced;1563;4;1;0
28;No;Sales;3;Life Sciences;3;Male;55;Sales Executive;Single;4898;4;3;1
49;No;Research & Development;2;Medical;3;Female;43;Laboratory Technician;Married;4789;1;3;1
29;No;Research & Development;1;Life Sciences;4;Female;97;Laboratory Technician;Married;3180;3;3;0
28;No;Research & Development;1;Life Sciences;3;Male;96;Manufacturing Director;Married;6549;2;2;1
33;No;Research & Development;5;Life Sciences;4;Male;69;Healthcare Representative;Single;6388;1;3;0
32;No;Research & Development;3;Medical;3;Male;64;Manager;Single;11244;2;4;0
54;No;Research & Development;4;Medical;2;Female;87;Manager;Divorced;16032;1;3;1
29;Yes;Research & Development;4;Technical Degree;1;Male;100;Research Scientist;Single;2362;3;1;0
44;No;Research & Development;3;Life Sciences;4;Male;32;Research Director;Married;16328;3;4;14
39;No;Research & Development;3;Life Sciences;2;Female;32;Manufacturing Director;Single;8376;4;3;2
46;No;Sales;3;Life Sciences;3;Female;51;Manager;Married;16606;4;4;5
35;No;Research & Development;3;Life Sciences;4;Female;91;Healthcare Representative;Single;8606;4;1;3
23;No;Research & Development;1;Life Sciences;1;Male;97;Laboratory Technician;Single;2272;2;3;1
40;Yes;Research & Development;4;Life Sciences;4;Male;86;Laboratory Technician;Single;2018;2;1;1
34;No;Sales;3;Technical Degree;4;Male;64;Sales Executive;Married;7083;4;3;8
31;Yes;Research & Development;3;Life Sciences;4;Female;33;Research Scientist;Single;4084;1;1;7
50;No;Research & Development;5;Medical;3;Male;88;Research Director;Single;14411;4;3;13
34;No;Sales;2;Technical Degree;2;Male;55;Sales Representative;Married;2308;2;3;5
42;No;Research & Development;3;Medical;3;Male;68;Laboratory Technician;Married;4841;2;3;0
37;No;Research & Development;3;Medical;1;Male;47;Research Scientist;Married;4285;1;3;3
29;No;Research & Development;1;Other;3;Female;39;Healthcare Representative;Married;9715;3;3;0
33;No;Research & Development;3;Life Sciences;4;Male;44;Manufacturing Director;Single;4320;4;3;0
45;No;Research & Development;3;Technical Degree;4;Male;97;Research Scientist;Married;2132;4;3;0
42;No;Research & Development;3;Life Sciences;4;Male;40;Healthcare Representative;Married;10124;3;1;13
40;No;Sales;2;Medical;1;Male;47;Sales Executive;Married;5473;4;4;7
33;No;Research & Development;4;Life Sciences;2;Male;79;Laboratory Technician;Married;5207;2;3;5
40;No;Human Resources;2;Medical;3;Male;38;Manager;Single;16437;4;3;7
24;No;Research & Development;2;Technical Degree;3;Male;57;Laboratory Technician;Divorced;2296;2;3;0
40;No;Research & Development;2;Life Sciences;4;Male;72;Healthcare Representative;Divorced;4069;3;3;2
45;No;Research & Development;4;Technical Degree;1;Male;66;Healthcare Representative;Divorced;7441;1;3;7
35;No;Sales;4;Life Sciences;2;Female;98;Sales Representative;Married;2430;1;3;4
32;No;Research & Development;2;Life Sciences;4;Female;67;Research Scientist;Married;5878;1;3;2
36;No;Sales;4;Life Sciences;3;Male;70;Sales Representative;Single;2644;4;2;1
48;No;Sales;4;Life Sciences;3;Female;96;Sales Executive;Divorced;6439;3;3;7
29;No;Research & Development;3;Life Sciences;3;Male;91;Research Scientist;Married;2451;1;2;0
33;No;Sales;4;Life Sciences;1;Male;46;Sales Executive;Married;6392;4;1;2
30;Yes;Sales;3;Life Sciences;2;Male;64;Sales Executive;Married;9714;4;3;6
38;No;Human Resources;4;Human Resources;3;Male;71;Human Resources;Married;6077;3;3;1
35;No;Research & Development;3;Medical;4;Male;68;Laboratory Technician;Single;2450;2;3;1
30;No;Sales;4;Technical Degree;3;Male;33;Sales Executive;Married;9250;2;3;1
35;Yes;Research & Development;3;Life Sciences;1;Female;69;Laboratory Technician;Divorced;2074;4;3;0
53;Yes;Research & Development;5;Technical Degree;3;Female;78;Manufacturing Director;Married;10169;2;3;1
38;Yes;Research & Development;3;Medical;3;Male;81;Manufacturing Director;Married;4855;1;3;1
32;No;Research & Development;4;Technical Degree;4;Male;62;Research Scientist;Married;4087;2;2;1
48;No;Research & Development;4;Other;3;Female;65;Research Scientist;Married;2367;4;2;7
34;No;Research & Development;4;Medical;1;Male;35;Research Scientist;Single;2972;3;1;0
55;No;Sales;5;Marketing;3;Male;60;Manager;Married;19586;3;3;2
34;No;Research & Development;4;Life Sciences;2;Male;45;Research Scientist;Married;5484;2;2;2
26;No;Research & Development;3;Life Sciences;1;Female;89;Research Scientist;Married;2061;1;3;0
38;No;Sales;3;Life Sciences;3;Male;80;Sales Executive;Married;9924;4;3;7
38;No;Sales;3;Life Sciences;2;Female;90;Sales Executive;Single;4198;2;4;1
36;No;Sales;4;Life Sciences;2;Female;73;Sales Executive;Single;6815;1;3;0
29;No;Research & Development;1;Medical;2;Male;87;Laboratory Technician;Single;4723;4;3;1
35;No;Research & Development;4;Medical;1;Female;51;Healthcare Representative;Single;6142;3;3;0
39;No;Sales;3;Medical;4;Male;38;Sales Executive;Married;8237;1;3;7
29;No;Research & Development;1;Life Sciences;1;Male;87;Healthcare Representative;Divorced;8853;4;4;1
50;No;Sales;3;Marketing;3;Male;59;Manager;Married;19331;3;3;0
23;No;Research & Development;3;Technical Degree;4;Male;45;Research Scientist;Married;2073;4;3;2
36;No;Research & Development;4;Life Sciences;1;Male;80;Laboratory Technician;Married;5562;4;3;0
42;No;Research & Development;2;Other;4;Male;93;Manager;Single;19613;4;3;0
35;No;Research & Development;3;Life Sciences;2;Male;46;Laboratory Technician;Married;3407;4;2;6
34;No;Research & Development;4;Technical Degree;4;Male;92;Healthcare Representative;Married;5063;2;2;7
40;No;Sales;2;Life Sciences;4;Female;84;Sales Executive;Married;4639;3;3;1
43;No;Research & Development;3;Technical Degree;4;Male;87;Laboratory Technician;Divorced;4876;3;3;0
35;No;Research & Development;2;Life Sciences;3;Male;63;Laboratory Technician;Married;2690;4;2;0
46;No;Sales;4;Life Sciences;4;Male;56;Manager;Single;17567;2;1;0
28;Yes;Research & Development;3;Medical;3;Male;51;Laboratory Technician;Married;2408;3;3;0
22;No;Research & Development;2;Other;2;Female;85;Research Scientist;Married;2814;2;2;1
50;No;Research & Development;5;Medical;2;Male;41;Healthcare Representative;Married;11245;3;3;12
32;No;Research & Development;4;Other;2;Female;35;Research Scientist;Married;3312;4;3;0
44;No;Research & Development;3;Medical;2;Female;31;Research Director;Divorced;19049;4;2;1
30;No;Research & Development;3;Medical;2;Male;48;Research Scientist;Married;2141;2;2;1
45;No;Research & Development;5;Medical;3;Female;50;Laboratory Technician;Single;5769;1;3;1
45;No;Sales;3;Marketing;1;Male;52;Sales Executive;Married;4385;1;3;4
31;No;Sales;4;Other;4;Male;54;Sales Executive;Single;5332;4;3;0
36;No;Research & Development;4;Life Sciences;3;Female;76;Manufacturing Director;Married;4663;2;3;1
34;No;Research & Development;4;Life Sciences;3;Male;42;Manufacturing Director;Divorced;4724;1;3;7
49;No;Research & Development;4;Life Sciences;3;Female;84;Laboratory Technician;Married;3211;4;2;1
39;No;Research & Development;5;Medical;2;Male;76;Manufacturing Director;Married;5377;4;3;7
27;No;Research & Development;3;Other;4;Male;67;Laboratory Technician;Divorced;4066;1;3;0
35;No;Research & Development;5;Life Sciences;2;Male;48;Research Scientist;Married;5208;4;3;1
28;No;Research & Development;3;Medical;2;Female;39;Manufacturing Director;Divorced;4877;2;2;0
21;No;Research & Development;1;Medical;3;Male;97;Research Scientist;Single;3117;3;3;2
18;Yes;Sales;2;Medical;2;Female;70;Sales Representative;Single;1569;3;4;0
47;No;Human Resources;4;Life Sciences;4;Female;98;Manager;Married;19658;3;3;1
39;No;Research & Development;2;Medical;3;Male;76;Laboratory Technician;Divorced;3069;4;3;0
40;No;Research & Development;3;Life Sciences;1;Female;80;Manufacturing Director;Married;10435;4;3;14
35;No;Research & Development;4;Life Sciences;3;Female;52;Healthcare Representative;Married;4148;4;3;2
37;No;Research & Development;3;Life Sciences;3;Male;85;Manufacturing Director;Married;5768;1;2;0
39;No;Research & Development;3;Medical;1;Female;81;Manufacturing Director;Single;5042;4;1;3
45;No;Research & Development;2;Other;4;Female;59;Manufacturing Director;Divorced;5770;1;3;3
38;No;Research & Development;2;Medical;4;Female;54;Manufacturing Director;Married;7756;4;4;0
35;Yes;Sales;3;Medical;4;Male;55;Sales Executive;Married;10306;3;3;6
37;No;Research & Development;3;Medical;2;Female;71;Research Scientist;Married;3936;1;1;7
40;No;Research & Development;3;Life Sciences;3;Female;84;Manufacturing Director;Single;7945;4;2;3
44;No;Human Resources;5;Human Resources;1;Male;37;Human Resources;Married;5743;3;3;0
48;No;Research & Development;5;Medical;3;Male;89;Manager;Married;15202;2;3;2
35;Yes;Sales;2;Medical;1;Male;59;Sales Executive;Divorced;5440;4;2;2
24;No;Research & Development;1;Technical Degree;1;Female;32;Research Scientist;Single;3760;3;3;1
27;No;Research & Development;3;Medical;2;Female;86;Research Scientist;Married;3517;1;3;0
27;No;Research & Development;3;Medical;4;Male;87;Research Scientist;Single;2580;3;2;1
40;Yes;Research & Development;3;Life Sciences;1;Male;73;Laboratory Technician;Single;2166;2;1;0
29;No;Sales;3;Medical;3;Male;42;Sales Executive;Single;5869;3;3;1
36;No;Research & Development;4;Life Sciences;2;Female;42;Healthcare Representative;Married;8008;3;3;0
25;No;Research & Development;1;Life Sciences;4;Male;77;Manufacturing Director;Divorced;5206;3;3;0
39;No;Research & Development;3;Medical;4;Male;66;Manufacturing Director;Married;5295;3;3;1
49;No;Research & Development;4;Other;1;Female;72;Research Director;Married;16413;2;3;1
50;No;Research & Development;5;Life Sciences;4;Female;50;Research Director;Divorced;13269;3;3;1
20;No;Sales;3;Medical;3;Female;31;Sales Representative;Single;2783;1;3;2
34;No;Research & Development;3;Life Sciences;4;Female;66;Research Scientist;Divorced;5433;3;3;7
36;No;Research & Development;3;Life Sciences;1;Male;77;Laboratory Technician;Single;2013;3;3;1
49;No;Research & Development;1;Life Sciences;3;Female;41;Healthcare Representative;Married;13966;2;3;2
36;No;Research & Development;4;Medical;4;Female;33;Manufacturing Director;Married;4374;3;3;1
36;No;Research & Development;2;Life Sciences;4;Male;79;Healthcare Representative;Divorced;6842;1;3;0
54;No;Research & Development;5;Medical;2;Female;91;Manager;Married;17426;3;3;4
43;No;Research & Development;2;Life Sciences;3;Male;65;Research Director;Married;17603;1;3;6
35;Yes;Sales;4;Other;4;Male;36;Sales Executive;Single;4581;1;4;6
38;No;Research & Development;3;Life Sciences;4;Male;90;Research Scientist;Married;4735;4;4;2
29;No;Sales;3;Medical;1;Male;43;Sales Executive;Divorced;4187;2;2;0
33;No;Sales;4;Medical;4;Male;93;Sales Executive;Divorced;5505;3;3;0
32;No;Research & Development;3;Medical;4;Male;45;Research Scientist;Divorced;5470;3;2;1
31;No;Sales;4;Life Sciences;1;Female;67;Sales Executive;Married;5476;1;3;0
49;No;Research & Development;3;Medical;4;Female;74;Laboratory Technician;Divorced;2587;2;2;2
38;No;Research & Development;3;Medical;4;Female;42;Laboratory Technician;Single;2440;2;3;3
47;No;Sales;4;Life Sciences;2;Female;47;Manager;Divorced;15972;3;3;1
49;No;Research & Development;3;Life Sciences;3;Male;36;Manager;Single;15379;1;3;0
41;No;Sales;2;Life Sciences;4;Male;80;Sales Executive;Single;7082;4;3;0
20;No;Sales;1;Life Sciences;4;Male;54;Sales Representative;Single;2728;1;3;0
33;No;Sales;3;Life Sciences;3;Female;36;Sales Executive;Divorced;5368;3;3;1
36;No;Research & Development;4;Life Sciences;1;Male;80;Healthcare Representative;Married;5347;2;2;0
44;No;Human Resources;3;Life Sciences;3;Female;44;Human Resources;Divorced;3195;1;3;2
23;Yes;Research & Development;1;Medical;4;Male;93;Laboratory Technician;Single;3989;1;3;1
38;No;Research & Development;2;Medical;4;Female;87;Laboratory Technician;Married;3306;4;2;0
53;No;Research & Development;4;Medical;2;Male;48;Healthcare Representative;Married;7005;3;3;1
48;Yes;Sales;2;Medical;4;Female;95;Sales Representative;Married;2655;3;3;7
32;Yes;Research & Development;4;Life Sciences;4;Male;95;Laboratory Technician;Single;1393;1;3;0
26;No;Research & Development;3;Medical;4;Male;76;Laboratory Technician;Single;2570;3;3;5
55;No;Research & Development;3;Technical Degree;1;Male;94;Research Scientist;Divorced;3537;4;3;1
34;No;Research & Development;2;Medical;2;Male;57;Laboratory Technician;Married;3986;3;4;4
60;No;Research & Development;4;Medical;3;Male;92;Healthcare Representative;Divorced;10883;3;4;0
33;No;Research & Development;3;Medical;2;Male;79;Laboratory Technician;Married;2028;4;3;2
37;No;Sales;4;Medical;3;Male;31;Sales Executive;Divorced;9525;3;2;1
34;No;Research & Development;3;Life Sciences;2;Female;35;Research Scientist;Married;2929;2;3;8
23;Yes;Sales;3;Life Sciences;3;Male;99;Sales Representative;Divorced;2275;2;3;0
44;No;Research & Development;3;Life Sciences;3;Female;96;Healthcare Representative;Married;7879;2;3;6
35;No;Research & Development;4;Medical;1;Male;79;Research Scientist;Single;4930;3;4;1
43;No;Sales;3;Medical;4;Male;73;Sales Executive;Married;7847;1;3;8
24;No;Research & Development;3;Medical;3;Male;62;Research Scientist;Married;4401;4;3;0
41;No;Sales;3;Marketing;4;Male;35;Sales Executive;Single;9241;2;3;8
29;No;Research & Development;4;Medical;4;Female;43;Laboratory Technician;Married;2974;3;3;1
36;No;Sales;4;Life Sciences;3;Female;51;Sales Representative;Single;4502;3;2;6
45;No;Research & Development;1;Life Sciences;3;Male;74;Healthcare Representative;Married;10748;4;2;14
24;Yes;Human Resources;1;Human Resources;4;Male;58;Human Resources;Married;1555;3;3;0
47;Yes;Sales;3;Life Sciences;3;Male;82;Sales Executive;Married;12936;3;1;14
26;No;Research & Development;4;Medical;4;Male;62;Laboratory Technician;Married;2305;3;4;0
45;No;Research & Development;2;Technical Degree;4;Female;48;Research Director;Single;16704;3;3;8
32;No;Research & Development;3;Life Sciences;1;Male;56;Research Scientist;Married;3433;1;2;1
31;No;Research & Development;4;Life Sciences;2;Male;69;Laboratory Technician;Married;3477;4;4;0
41;No;Human Resources;3;Human Resources;3;Male;60;Human Resources;Married;6430;2;3;1
40;No;Research & Development;2;Life Sciences;2;Female;92;Manufacturing Director;Married;6516;2;3;0
24;No;Research & Development;1;Medical;2;Male;91;Laboratory Technician;Divorced;3907;2;4;1
46;No;Research & Development;4;Life Sciences;3;Male;34;Healthcare Representative;Single;5562;4;3;0
35;No;Research & Development;4;Life Sciences;4;Male;49;Manufacturing Director;Married;6883;2;3;0
30;No;Research & Development;1;Life Sciences;2;Male;33;Research Scientist;Married;2862;2;2;0
47;No;Sales;4;Marketing;3;Male;87;Sales Executive;Married;4978;4;1;0
46;No;Sales;3;Life Sciences;3;Male;74;Sales Executive;Divorced;10368;2;2;0
36;Yes;Sales;5;Marketing;2;Male;96;Sales Executive;Divorced;6134;2;3;2
32;Yes;Sales;2;Life Sciences;1;Male;34;Sales Executive;Single;6735;2;3;0
23;No;Research & Development;1;Medical;3;Female;51;Laboratory Technician;Single;3295;3;1;1
31;No;Research & Development;1;Technical Degree;4;Female;30;Manufacturing Director;Single;5238;4;2;1
39;No;Research & Development;3;Life Sciences;4;Male;77;Laboratory Technician;Married;6472;4;3;5
32;No;Sales;3;Life Sciences;4;Male;80;Sales Executive;Married;9610;3;1;0
40;No;Sales;4;Medical;2;Male;88;Manager;Single;19833;2;2;12
45;No;Human Resources;3;Life Sciences;3;Female;56;Human Resources;Married;9756;3;4;0
30;No;Research & Development;4;Technical Degree;4;Female;78;Research Scientist;Single;4968;4;3;0
24;No;Human Resources;3;Medical;1;Male;59;Human Resources;Married;2145;4;3;2
30;Yes;Human Resources;3;Human Resources;3;Female;66;Human Resources;Divorced;2180;3;2;1
31;No;Sales;3;Technical Degree;1;Male;51;Sales Executive;Married;8346;3;3;0
27;No;Research & Development;3;Medical;3;Female;67;Research Scientist;Single;3445;3;2;1
29;Yes;Sales;3;Marketing;2;Female;52;Sales Representative;Single;2760;3;3;2
29;No;Research & Development;3;Life Sciences;4;Male;70;Healthcare Representative;Single;6294;4;4;0
30;No;Sales;2;Marketing;3;Male;94;Sales Executive;Divorced;7140;1;3;1
34;No;Research & Development;4;Medical;4;Male;97;Research Scientist;Married;2932;1;3;1
33;No;Sales;3;Marketing;4;Female;62;Sales Executive;Single;5147;4;2;1
